gse	year	oa	src	n_runs	probe_hits	signal	doi	title	sample_titles
GSE022393	2010	N	lit	11	0	NONE	10.1038/nature09322	Genome-wide measurement of RNA secondary structure in yeast.	Total RNA from yeast, treated with RNase V1, replicate 1 | Total RNA from yeast, treated with RNase V1, replicate 4 | Total RNA from yeast, treated with RNase V1, replicate 3 | Total RNA from yeast, treated with RNase V1, replicate 4 | Total RNA from yeast, treated with RNase S1, replicate 1 | Total RNA from yeast, treated with RNase S1, replicate 1 | Total RNA from yeast, treated with RNase S1, replicate 2 | Total RNA from yeast, treated with RNase S1, replicate 3 | Total RNA from yeast, treated with RNase V1, replicate 2 | Total RNA from yeast, treated with RNase S1, replicate 2 | Total RNA 
GSE17135	2009	Y	geo	0	0	NONE	10.1093/nar/gkp668	A search for small noncoding RNAs in Staphylococcus aureus reveals a conserved sequence motif for regulation.	
GSE017135	2009	Y	lit	0	0	NONE	10.1093/nar/gkp668	A search for small noncoding RNAs in Staphylococcus aureus reveals a conserved sequence motif for regulation.	
GSE230167			geo	3	3	STRONG		Structural basis for pre-miRNA-31 biogenesis	pre-miR-31-tail RNA control (0% DMS) | pre-miR-31-tail RNA 2.5% DMS | pre-miR-31-tail RNA 5% DMS
GSE183045			geo	64	32	STRONG		Using DMS-MaPseq to dissect structural differences of ribosomal RNA in different SSU Processome intermediates	WT SSU Processome rep_1 NC | WT SSU Processome rep_1 NC | WT SSU Processome rep_1 DMS | WT SSU Processome rep_1 DMS | WT SSU Processome rep_2 NC | WT SSU Processome rep_3 NC | WT SSU Processome rep_3 DMS | WT SSU Processome rep_4 NC | WT SSU Processome rep_4 NC | WT SSU Processome rep_4 DMS | WT SSU Processome rep_4 DMS | WT SSU Processome rep_4 DMS | H375A SSU Processome rep_1 NC | H375A SSU Processome rep_1 NC | H375A SSU Processome rep_1 DMS | H375A SSU Processome rep_1 DMS | H375A SSU Processome rep_2 NC | H375A SSU Processome rep_2 NC | H375A SSU Processome rep_2 DMS | H375A SSU Processom
GSE327654			geo	6	6	STRONG		CONCR lncRNA organizes a 3´-end structural domain that engages DDX11 for DNA replication and sister chromatid cohesion	In vitro synthesized CONCR lncRNA, DMSO-treated, rep3 | In vitro synthesized CONCR lncRNA, DMSO-treated, rep1 | In vitro synthesized CONCR lncRNA, 1M7-treated, rep3 | In vitro synthesized CONCR lncRNA, DMSO-treated, rep2 | In vitro synthesized CONCR lncRNA, 1M7-treated, rep1 | In vitro synthesized CONCR lncRNA, 1M7-treated, rep2
GSE331520			geo	37	19	STRONG		Conserved structural features of the lncRNA HOTAIR in breast cancer cells	HOTAIR in breast cancer cells, Mg, replicate 3 | HOTAIR in breast cancer cells, Mg, replicate 1 | HOTAIR in breast cancer cells, Mn, amplicon 2, replicate 2 | HOTAIR in breast cancer cells, Mg, amplicon 2, replicate 2 | HOTAIR in breast cancer cells, Mn, amplicon 1, replicate 3 | HOTAIR in breast cancer cells, Mn, amplicon 1, replicate 2 | HOTAIR in breast cancer cells, Mg, amplicon 1, replicate 2 | 18S rRNA in breast cancer cells, DMSO-control, replicate 2 | HOTAIR in vitro transcribed, DMSO-control, replicate 2 | HOTAIR in vitro transcribed, 2A3-modifed, amplicon 2, replicate 2 | HOTAIR in v
GSE309111			geo	8	4	STRONG		Direct RNA sequencing and signal alignment reveal RNA structure ensembles in a eukaryotic cell	50mM_NAIN3_Ligand_rep2 | 50mM_NAIN3_Ligand_rep1 | 50mM_NAIN3_Noligand_rep2 | DMSO_Ligand_rep1 | DMSO_Noligand_rep1 | 50mM_NAIN3_Noligand_rep1 | DMSO_Ligand_rep2 | DMSO_Noligand_rep2
GSE309440			geo	28	28	STRONG		Probing the structure of the lncRNA DAMER and its interaction with ATF4 mRNA using SHAPE-MaP	DAMER_M2, without ATF4, DMSO | DAMER_M1, with ATF4, DMSO | DAMER_M1, without ATF4, DMSO | DAMER_ΔA5B, with ATF4, DMSO | DAMER_ΔA5B, without ATF4, DMSO | DAMER_ΔA4B, without ATF4, 1M7 | DAMER_WT, with ATF4, 1M7 | ATF4, out DAMER, DMSO | DAMER_M2, with ATF4, DMSO | DAMER_M2, without ATF4, 1M7 | DAMER_M1, with ATF4, 1M7 | DAMER_ΔA5B, with ATF4, 1M7 | DAMER_ΔA5B, without ATF4, 1M7 | DAMER_ΔA4B, without ATF4, DMSO | DAMER_WT, without ATF4, DMSO | DAMER_WT, without ATF4, 1M7 | ATF4, without DAMER, DMSO | DAMER_M1/2, with ATF4, DMSO | DAMER_M1/2, with ATF4, 1M7 | DAMER_M1/2, without ATF4, 1M7 | DAMER
GSE149534			geo	16	6	STRONG		Long noncoding RNA CCTT recruits CENP-C to centromeres by directly binding to centromeric DNA	SHAPE-Map data plus reagents in in-cell condition | RIP-Seq using anti-IgG antibody replicate2 | RIP-Seq using anti-CENPC antibody replicate1 | irCLIP-Seq data for CENPC in hela cells replicate1 | irCLIP-Seq data for IgG in hela cells | SHAPE-Map data plus reagents in cell-free condition | SHAPE-Map data denaturing control in in-cell condition | ChIRP-Seq data for Lnc-CCTT in hela cells replicate1 | Input ChIRP-Seq control in hela cells | irCLIP-Seq data for CENPC in hela cells replicate2 | SHAPE-Map data minus reagents in cell-free condition | SHAPE-Map data denaturing control in cell-free co
GSE149529			geo	6	6	STRONG		Long noncoding RNA CCTT recruits CENP-C to centromeres by directly binding to centromeric DNA [SHAPE-Map]	SHAPE-Map data plus reagents in in-cell condition | SHAPE-Map data minus reagents in cell-free condition | SHAPE-Map data denaturing control in cell-free condition | SHAPE-Map data minus reagents in in-cell condition | SHAPE-Map data plus reagents in cell-free condition | SHAPE-Map data denaturing control in in-cell condition
GSE130687			geo	32	24	STRONG		An epitranscriptomic switch at the 5´-UTR controls genome selection during HIV-1 genomic RNA packaging	METTL_PolyADMSO_Shape-map | GFP_denat_Shape-map | GFP_denat_Shape-map | GFP_denat_Shape-map | METTL_denat_Shape-map | METTL_denat_Shape-map | METTL_denat_Shape-map | GFP_1M7_Shape-map | GFP_1M7_Shape-map | GFP_DMSO_Shape-map | METTL_1M7_Shape-map | Packaged full-length RNA Input Rep 1 | Packaged full-length RNA Input Rep 2 | METTL_denat_Shape-map | GFP_1M7_Shape-map | GFP_DMSO_Shape-map | GFP_DMSO_Shape-map | METTL_1M7_Shape-map | METTL_1M7_Shape-map | METTL_1M7_Shape-map | intracellular full-length RNA IP m6A Rep 2 | Packaged full-length RNA IP m6A Rep 2 | METTL_PolyADMSO_Shape-map | METTL_Po
GSE81525			geo	36	36	STRONG		An RNA structure-mediated post-transcriptional model of α-1-antitrypsin deficiency	235_SHAPEmap_rep1 | 235_SHAPEmap_rep2 | 295_SHAPEmap_rep1 | 295_SHAPEmap_rep2 | 295_SHAPEmap_rep2 | 700_SHAPEmap_rep1 | 700_SHAPEmap_rep2 | 704_SHAPEmap_rep1 | 704_SHAPEmap_rep2 | 704_SHAPEmap_rep2 | 705_SHAPEmap_rep1 | 235_SHAPEmap_rep1 | 236_SHAPEmap_rep1 | 236_SHAPEmap_rep1 | 236_SHAPEmap_rep1 | 236_SHAPEmap_rep2 | 295_SHAPEmap_rep2 | 700_SHAPEmap_rep1 | 700_SHAPEmap_rep1 | 704_SHAPEmap_rep1 | 705_SHAPEmap_rep2 | 705_SHAPEmap_rep2 | 235_SHAPEmap_rep1 | 235_SHAPEmap_rep2 | 235_SHAPEmap_rep2 | 236_SHAPEmap_rep2 | 236_SHAPEmap_rep2 | 295_SHAPEmap_rep1 | 295_SHAPEmap_rep1 | 700_SHAPEmap_rep2 | 
GSE288910			geo	126	86	STRONG		RNA structure directs RNA partitioning and is actively disrupted inside stress granules to enable cellular recovery	RiboSeq, HeLa, Whole Cell, NaAsO2, RiboSeq, biological replicate 1 | RiboSeq, HeLa, Whole Cell, NaAsO2, RNASeq, biological replicate 1 | RiboSeq, HeLa, Whole Cell, Untreated, RiboSeq, biological replicate 3 | RiboSeq, HeLa, Whole Cell, Untreated, RiboSeq, biological replicate 2 | RiboSeq, HeLa, Whole Cell, Untreated, RNASeq, biological replicate 2 | eCLIP, HeLa, SRSF1 NaAsO2, Immuno-precipitation, biological replicate 2 | eCLIP, HeLa, SRSF1 NaAsO2, Input, biological replicate 2 | eCLIP, HeLa, SRSF1 Untreated, Input, biological replicate 2 | SPLASH, HeLa, Whole Cell, Untreated, biological repli
GSE227455			geo	4	0	NONE		RBP Footprint Grand Challenge: An evaluation of novel computational approaches to RNA-binding protein target prediction 	ADAR eCLIP IN rep1 | ADAR eCLIP IP rep1 | ADAR eCLIP IN rep2 | ADAR eCLIP IP rep2
GSE156671			geo	99	31	STRONG		Genome-wide structure changes during neuronal differentiation drive gene regulatory networks	D0 icShape NAIN3 batch2 rep1 | D0 icShape NAIN3 batch2 rep2 | D7 icShape DMSO batch2 rep2 | D8 icShape NAIN3 batch2 rep1 | D14 icShape NAIN3 batch2 rep1 | D0 RNASeq rep1 | D0 RNASeq rep2 | D8 RNASeq rep1 | D14 RNASeq rep1 | D14 RNASeq rep2 | D8 riboprofiling mRNA rep1 | D8 riboprofiling FP rep1 | D14 riboprofiling mRNA rep1 | D14 riboprofiling FP rep1 | D7 riboprofiling mRNA rep2 | D0 riboprofiling FP rep2 | D0 RNAdecay 0h rep1 | D7 RNAdecay 0h rep1 | D14 RNAdecay 0h rep2 | D8 RNAdecay 1h rep2 | D14 RNAdecay 1h rep1 | D7 RNAdecay 2h rep2 | D8 RNAdecay 2h rep1 | D14 RNAdecay 2h rep1 | D0 RNAdec
GSE291931			geo	12	0	NONE		[DMS-Seq] - The RNA helicase domain of NAT10 promotes the biogenesis of hypomodified ribosomes to enhance cancer cell pr	K562, Day 12, Rep 1 | HEP3B, Day 12, Rep 1 | HEP3B, Day 0, Rep 3 | K562, Day 0, Rep 1 | K562, Day 0, Rep 3 | HEP3B, Day 0, Rep 2 | K562, Day 12, Rep 3 | K562, Day 12, Rep 2 | K562, Day 0, Rep 2 | HEP3B, Day 12, Rep 3 | HEP3B, Day 12, Rep 2 | HEP3B, Day 0, Rep 1
GSE129163			geo	40	0	NONE		Synthetic 5’ UTRs can either up- or down-regulate expression upon RBP binding	20_GTTTCG_L001 | PP7_invitro.PP7_13_AGTCAA_L002 | PP7_invitro.PP7_15_ATGTCA_L002 | PP7_invitro.PP7_19_GTGAAA_L001 | PP7_invitro.PP7_20_GTGGCC_L002 | PP7_invitro.PP7_20_GTGGCC_L001 | PP7_invitro.PP7_21_GTTTCG_L001 | 5srRNA.5_ACAGTG_L002 | 5srRNA.6_GCCAAT_L002 | 5srRNA.11_GGCTAC_L001 | PP7_invivo.1_ATCACG_L001 | PP7_invivo.2_CGATGT_L001 | PP7_invivo.13_AGTCAA_L001 | PP7_invivo.15_ATGTCA_L001 | PP7_invivo.16_CCGTCC_L001 | 5_ACAGTG_L001 | 6_GCCAAT_L001 | 7_CAGATC_L001 | 17_GTCCGC_L001 | PP7_invitro.PP7_13_AGTCAA_L001 | PP7_invitro.PP7_14_AGTTCC_L001 | PP7_invitro.PP7_15_ATGTCA_L001 | PP7_invitro.P
GSE310313			geo	12	0	NONE		The long noncoding RNA Malat1 contains an internal ribosome entry site mediating micropeptide translation	NextSeq 2000 sequencing: GSM9293918: MALAT1 reporter pDual-GFP-(1-739) IRES-RFP, Unmodified, Replicate 2 Mus musculus RNA-Seq | NextSeq 2000 sequencing: GSM9293917: MALAT1 reporter pDual-GFP-(1-739) IRES-RFP, Modified, Replicate 2 Mus musculus RNA-Seq | NextSeq 2000 sequencing: GSM9293916: MALAT1 reporter pDual-GFP-(1-739) IRES-RFP, Unmodified, Replicate 1 Mus musculus RNA-Seq | NextSeq 2000 sequencing: GSM9293914: Endogenous mMALAT1, Unmodified, Replicate 2 Mus musculus RNA-Seq | NextSeq 2000 sequencing: GSM9293913: Endogenous mMALAT1, Modified, Replicate 2 Mus musculus RNA-Seq | NextSeq 2000
GSE225383			geo+lit	73	13	STRONG	10.1093/nar/gkad522	Enhanced DMS-MaP enables superior RNA structural analysis	2A3 HEK293 RNaseP ic Rep1 SS2 Modified | 2A3 HEK293 RMRP ic Rep2 SS2 Untreated | 2A3 HEK293 RMRP ic Rep2 SS2 Modified | DMS pH-nobuff HEK293 RMRP ic Rep2 Mara Modified 2A3 HEK293 RNaseP ic Rep2 SS2 Untreated | DMS pH8 HEK293 RMRP ic Rep1 Mara Untreated | HEK293 RNaseP ic Rep2 SS2 Modified | HEK293 RNaseP ic Rep2 Mara Modified | HEK293 RNaseP ic Rep1 TGIRT Untreated | HEK293 RNaseP ic Rep1 SS2 Untreated | HEK293 RNaseP ic Rep1 Mara Modified | Ecoli tmRNA cf Rep1 TGIRT Untreated | Ecoli tmRNA cf Rep1 SS2 Untreated | Ecoli tmRNA cf Rep1 Mara Modified | HEK293 RMRP ic Rep2 TGIRT Untreated | HEK293
GSE304703			geo	8	4	STRONG		Direct RNA sequencing and signal alignment reveal RNA structure ensembles in a eukaryotic cell [RNA004]	RNA004_50mMNAIN3_MT | RNA004_DMSO_MT | RNA004_50mMNAIN3_WT | RNA004_DMSO_WT | RNA004_DMSO_WT | RNA004_50mMNAIN3_MT | RNA004_50mMNAIN3_WT | RNA004_DMSO_MT
GSE304702			geo	105	9	STRONG		Direct RNA sequencing and signal alignment reveal RNA structure ensembles in a eukaryotic cell [nanopore_DRS]	invitro_30C_100mMNAIN3_bioreplicate1_techreplicate1 | 30Cto37C_100mMNAIN3_bioreplicate1_techreplicate4 | 30Cto37C_100mMNAIN3_bioreplicate1_techreplicate3 | 30Cto37C_100mMNAIN3_bioreplicate2_techreplicate4 | 30C_100mMNAIN3_bioreplicate2_techreplicate3 | 30C_100mMNAIN3_bioreplicate2_techreplicate2 | 30C_100mMNAIN3_bioreplicate2_techreplicate1 | invitro_37C_100mMNAIN3_bioreplicate2_techreplicate1 | 12RNAs_30As_50mMKethoxal_WTpool | 12RNAs_30As_50mM2A3_WTpool | 12RNAs_30As_35mMNAIN3_WTpool | 12RNAs_30As_50mMNAIN3_MTpool | 12RNAs_30As_50mMNAIN3_WTpool | 12RNAs_30As_50mMNAIN3_WTpool | 12RNAs_30As_50
GSE303560			geo	20	0	NONE		Direct RNA sequencing and signal alignment reveal RNA structure ensembles in a eukaryotic cell	37C_60min_Rep2 | 37C_40min_Rep2 | 37C_40min_Rep1 | 37C_20min_Rep2 | 37C_0min_Rep2 | 30C_120min_Rep1 | 30C_60min_Rep2 | 30C_40min_Rep2 | 30C_20min_Rep2 | 37C_120min_Rep2 | 37C_0min_Rep1 | 30C_120min_Rep2 | 30C_20min_Rep1 | 30C_0min_Rep1 | 37C_120min_Rep1 | 37C_60min_Rep1 | 37C_20min_Rep1 | 30C_60min_Rep1 | 30C_40min_Rep1 | 30C_0min_Rep2
GSE245141			geo	22	2	STRONG		Transcriptome-wide RNA structure probing with temporal resolution	NaAsO21 | 37C2 | 37C1 | 6hour chase1 | 1hour1 | isoSN3 ctrl1 | aminoC ctrl2 | In cellulo-2 | In cellulo-1 | DMSO-2 | 42C1 | isoSN3 ctrl3 | aminoC ctrl1 | DMSO-1 | NaAsO22 | 42C2 | isoSN3 ctrl4 | 6hour chase2 | 1hour2 | isoSN3 ctrl2 | In vitro-2 | In vitro-1
GSE163965			geo	6	0	NONE		The RNA Structurome in the Asexual Blood Stages of Malaria Pathogen Plasmodium falciparum	Schizont stage duplex RNA-seq rep 2 | Schizont stage duplex RNA-seq rep 1 | Ring stage duplex RNA-seq rep 1 | Trophozoite stage duplex RNA-seq rep 1 | Ring stage duplex RNA-seq rep 2 | Trophozoite stage duplex RNA-seq rep 2
GSE133361			geo	86	3	STRONG		Determination of isoform-specific RNA structure with nanopore long reads	tetra_NMIA | tetra_DMS | tetra_NAI_N3 | tetra_NAI_N3 | LYC_unmod | TPP_unmod | TPP_NAI_N3_no_li | TPP_NAI_N3_lig_250nM | TPP_NAI_N3_lig_250nM | TPP_NAI_N3_lig_750nM | H9_unmodifed | H9_unmodifed | H9_unmodifed | H9_unmodifed | H9_unmodifed | H9_treated_bio_1 | H9_treated_bio_1 | H9_treated_bio_1 | H9_treated_bio_1 | H9_treated_bio_1 | H9_treated_bio_1 | H9_treated_bio_1 | H9_treated_bio_2 | H9_treated_bio_2 | tetra_unmod | tetra_CMCT | tetra_NAI | 16s_unmod | 16s_NAI_N3 | LYC NAI_N3 | TPP_NAI_N3_no_li | TPP_NAI_N3_li | TPP_NAI_N3_lig_750nM | Training_unmod | Training_unmod | Training_NAI_N3 | 
GSE283188			geo	32	0	NONE		RNA genome expansion up to 64 kb in nidoviruses: role of host, genome segmentation, translation elongation and replicase	WPNVRFS2_22C, E | WPNVRFS1_22C, E | HCNVRFS2_37C, E | CGNVRFS2_37C, E | PCNVRFS1_37C, D | HCNVRFS2_37C, D | HCNVRFS1_22C, D | CGNVRFS1_22C, D | WPNVRFS2_37C, E | WPNVRFS1_37C, E | PCNVRFS2_37C, E | PCNVRFS2_22C, E | PCNVRFS1_37C, E | HCNVRFS2_22C, E | HCNVRFS1_22C, E | CGNVRFS2_22C, E | WPNVRFS2_37C, D | WPNVRFS2_22C, D | PCNVRFS2_37C, D | PCNVRFS2_22C, D | CGNVRFS2_37C, D | CGNVRFS1_37C, D | PCNVRFS1_22C, E | HCNVRFS1_37C, E | CGNVRFS1_37C, E | CGNVRFS1_22C, E | WPNVRFS1_37C, D | WPNVRFS1_22C, D | PCNVRFS1_22C, D | HCNVRFS2_22C, D | HCNVRFS1_37C, D | CGNVRFS2_22C, D
GSE273118			geo	28	28	STRONG		A conserved structured non-coding RNA coordinates growth and virulence in Clostridioides difficile. [DMS-MaP]	DMS-MaP, wild type ModT short, deproteinated cell lysate 3h, control | DMS-MaP, wild type ModT long, in vivo, TY medium, 9h, control | DMS-MaP, wild type ModT short, in vivo, TY medium, 9h, control | DMS-MaP, wild type ModT short, in vivo, TY medium, 3h, control | DMS-MaP, wild type ModT short, in vitro, control | DMS-MaP, wild type ModT long, deproteinated cell lysate 24h | DMS-MaP, wild type ModT short, deproteinated cell lysate 24h | DMS-MaP, wild type ModT long, in vivo, TY medium, 24h | DMS-MaP, wild type ModT long, deproteinated cell lysate 24h, control | DMS-MaP, wild type ModT long, in
