pmid	doi	year	oa	pmcid	title
29868081	10.3389/fpls.2018.00625	2018	Y	PMC5954562	A Dual Interaction Between the 5'- and 3'-Ends of the Melon Necrotic Spot Virus (MNSV) RNA Genome Is Required for Efficient Cap-In
31450739	10.3390/ijms20174116	2019	Y	PMC6747482	3dRNA v2.0: An Updated Web Server for RNA 3D Structure Prediction.
30348748	10.1083/jcb.201804163	2018	Y	PMC6279377	Ribosome biogenesis factor Ltv1 chaperones the assembly of the small subunit head.
31469343	10.1080/15476286.2019.1657370	2019	Y	PMC6844567	Retroviral-like determinants and functions required for dimerization of Ty1 retrotransposon RNA.
30270108	10.1016/j.molcel.2018.08.039	2018	Y	PMC6202311	Substrate Recognition and Autoinhibition in the Central Ribonuclease RNase E.
31323433	10.1016/j.bbagrm.2019.07.006	2019	N	PMC7099610	Repeat-associated RNA structure and aberrant splicing.
30563900	10.1128/mbio.02461-18	2018	Y	PMC6299227	Exoribonuclease-Resistant RNAs Exist within both Coding and Noncoding Subgenomic RNAs.
30989826	10.1002/wrna.1534	2019	N	PMC6585406	RNA regulation of the antiviral protein 2'-5'-oligoadenylate synthetase.
30951405	10.1080/15476286.2019.1592070	2019	Y	PMC6546385	Structural features of an Xrn1-resistant plant virus RNA.
31421281	10.1016/j.bbagrm.2019.194410	2019	N		Pre-mRNA structures forming circular RNAs.
29377940	10.1371/journal.ppat.1006824	2018	Y	PMC5805364	Global synonymous mutagenesis identifies cis-acting RNA elements that regulate HIV-1 splicing and replication.
31102674	10.1016/j.bbagrm.2019.05.002	2019	N		Circular exonic RNAs: When RNA structure meets topology.
30981606	10.1016/j.bmc.2019.03.057	2019	Y	PMC7126819	Unveiling the druggable RNA targets and small molecule therapeutics.
30471703	10.1016/bs.mie.2018.09.039	2018	N		Probing RNA Structure in Liquid-Liquid Phase Separation Using SHAPE-MaP.
31059830	10.1016/j.ymeth.2019.05.001	2019	N		A two-dimensional replica-exchange molecular dynamics method for simulating RNA folding using sparse experimental restraints.
30283444	10.3389/fimmu.2018.02097	2018	Y	PMC6156135	RNA Structure-A Neglected Puppet Master for the Evolution of Virus and Host Immunity.
31049778	10.1007/s10858-019-00236-6	2019	N		Maximizing accuracy of RNA structure in refinement against residual dipolar couplings.
29927103	10.1002/cpnc.52	2018	N	PMC6057793	Time-Resolved Hydroxyl Radical Footprinting of RNA with X-Rays.
30563044	10.3390/ijms19123883	2018	Y	PMC6321028	2'-Fluoro-Pyrimidine-Modified RNA Aptamers Specific for Lipopolysaccharide Binding Protein (LBP).
30408350	10.1002/cpbi.58	2018	N		Investigation of RNA-RNA Interactions Using the RISE Database.
29720381	10.1158/2326-6066.cir-17-0453	2018	N		Whole Exome and Transcriptome Analyses Integrated with Microenvironmental Immune Signatures of Lung Squamous Cell Carcinoma.
29354101	10.3389/fmicb.2017.02582	2017	Y	PMC5758548	Know Your Enemy: Successful Bioinformatic Approaches to Predict Functional RNA Structures in Viral RNAs.
29373706	10.1093/nar/gky036	2018	Y	PMC5909432	Maturation of the 90S pre-ribosome requires Mrd1 dependent U3 snoRNA and 35S pre-rRNA structural rearrangements.
30001206	10.1186/s13059-018-1463-8	2018	Y	PMC6042338	Alternative DNA secondary structure formation affects RNA polymerase II promoter-proximal pausing in human.
30104207	10.1261/rna.065102.117	2018	Y	PMC6191722	Analysis of RNA nearest neighbor parameters reveals interdependencies and quantifies the uncertainty in RNA secondary structure pr
30951833	10.1016/j.ymeth.2019.04.002	2019	N	PMC7944401	Probing RNA structure and interaction dynamics at the single molecule level.
29486979	10.1016/j.tibs.2018.02.001	2018	N		Unravelling the Mechanisms of RNA Helicase Regulation.
30833291	10.15252/embj.2018101199	2019	Y	PMC6443205	Hfq-dependent mRNA unfolding promotes sRNA-based inhibition of translation.
31234702	10.1080/15476286.2019.1630797	2019	Y	PMC6779385	Effect of methylation of adenine N&lt;sup&gt;6&lt;/sup&gt; on kink turn structure depends on location.
30590420	10.1093/gerona/gly291	2019	N		Prominin-like Regulates Longevity and Glucose Metabolism via Insulin Signaling in Drosophila.
29961580	10.1016/j.cell.2018.05.038	2018	N	PMC6053692	High-Throughput Investigation of Diverse Junction Elements in RNA Tertiary Folding.
29621619	10.1016/j.ymeth.2018.03.009	2018	N	PMC6051918	Adventures with RNA graphs.
31323435	10.1016/j.bbagrm.2019.07.004	2019	N	PMC6875630	How RNA structure dictates the usage of a critical exon of spinal muscular atrophy gene.
30297206	10.1016/j.tibs.2018.09.007	2019	N	PMC6379142	tsRNAs: The Swiss Army Knife for Translational Regulation.
31390792	10.3390/genes10080593	2019	Y	PMC6722645	Long Non-Coding RNA Expression Levels Modulate Cell-Type-Specific Splicing Patterns by Altering Their Interaction Landscape with R
29562180	10.1016/j.celrep.2018.02.101	2018	Y	PMC5894117	Hidden Structural Modules in a Cooperative RNA Folding Transition.
29651587	10.1007/s10858-018-0180-7	2018	N		Isotope labeling for studying RNA by solid-state NMR spectroscopy.
31888698	10.1186/s13059-019-1901-2	2019	Y	PMC6936103	mRNA structural elements immediately upstream of the start codon dictate dependence upon eIF4A helicase activity.
29941190	10.1016/j.bmcl.2018.06.021	2018	N		Recent progress in human telomere RNA structure and function.
30018239	10.3390/genes9070356	2018	Y	PMC6071210	An Evolutionary Mechanism for the Generation of Competing RNA Structures Associated with Mutually Exclusive Exons.
29454313	10.1186/s12859-018-2052-2	2018	Y	PMC5816368	StructRNAfinder: an automated pipeline and web server for RNA families prediction.
30670629	10.1042/bsr20180430	2019	Y	PMC6367127	Computational modeling of RNA 3D structure based on experimental data.
29562711	10.3390/molecules23030697	2018	Y	PMC6017419	Feature-Based and String-Based Models for Predicting RNA-Protein Interaction.
31348888	10.1016/j.cell.2019.06.035	2019	N	PMC6662634	Cryo-EM Structures of a Group II Intron Reverse Splicing into DNA.
29463232	10.1186/s12864-018-4540-1	2018	Y	PMC5819699	Finding RNA structure in the unstructured RBPome.
31035717	10.3390/v11050401	2019	Y	PMC6563262	Conserved Secondary Structures in Viral mRNAs.
29130187	10.1007/978-1-4939-7213-5_1	2018	N		The Secret Life of RNA: Lessons from Emerging Methodologies.
29866852	10.1073/pnas.1802429115	2018	N	PMC6016793	A folded viral noncoding RNA blocks host cell exoribonucleases through a conformationally dynamic RNA structure.
30413715	10.1038/s41467-018-07234-6	2018	Y	PMC6226447	Discovery of rare cells from voluminous single cell expression data.
29437970	10.1128/jvi.00146-18	2018	N	PMC5874401	A Polyamide Inhibits Replication of Vesicular Stomatitis Virus by Targeting RNA in the Nucleocapsid.
31399036	10.1186/s13059-019-1761-9	2019	Y	PMC6689182	Quantitative principles of cis-translational control by general mRNA sequence features in eukaryotes.
31325492	10.1016/j.ymeth.2019.07.015	2020	N		Approaches to study CRISPR RNA biogenesis and the key players involved.
30068643	10.1128/jvi.00774-18	2018	N	PMC6189512	<i>In Situ</i> Structures of the Polymerase Complex and RNA Genome Show How Aquareovirus Transcription Machineries Respond to Unco
29700118	10.1074/jbc.ra118.003377	2018	N	PMC6005423	The 3' mRNA I-shaped structure of maize necrotic streak virus binds to eukaryotic translation factors for eIF4F-mediated translati
29900502	10.1007/978-981-10-8456-0_13	2018	N		Protein-RNA Interactions in the Single-Stranded RNA Bacteriophages.
30327333	10.1261/rna.068510.118	2019	Y	PMC6298567	The role of RNA structure in translational regulation by L7Ae protein in archaea.
30902895	10.1073/pnas.1814170116	2019	Y	PMC6462067	Structure of HIV-1 RT/dsRNA initiation complex prior to nucleotide incorporation.
29726113	10.1002/wrna.1477	2018	N	PMC6002909	Targeting RNA in mammalian systems with small molecules.
31659117	10.1074/jbc.ra119.010755	2020	N	PMC7049981	Nucleobase mutants of a bacterial preQ<sub>1</sub>-II riboswitch that uncouple metabolite sensing from gene regulation.
30031125	10.1016/j.neuroscience.2018.07.019	2018	N		Long Noncoding RNA SNHG1 Promotes Neuroinflammation in Parkinson's Disease via Regulating miR-7/NLRP3 Pathway.
30425148	10.1128/mbio.02100-18	2018	Y	PMC6234868	A Small Regulatory RNA Controls Cell Wall Biosynthesis and Antibiotic Resistance.
31397326	10.1107/s2053230x19010136	2019	N	PMC6688663	Co-crystal structure of the iMango-III fluorescent RNA aptamer using an X-ray free-electron laser.
29877798	10.7554/elife.36381	2018	Y	PMC6031431	Structures of two aptamers with differing ligand specificity reveal ruggedness in the functional landscape of RNA.
29304330	10.1016/j.molcel.2017.12.006	2018	N		N<sup>6</sup>-Methyladenosines Modulate A-to-I RNA Editing.
31355797	10.3791/59690	2019	N		Generation of Induced Neural Stem Cells from Peripheral Mononuclear Cells and Differentiation Toward Dopaminergic Neuron Precursor
30217825	10.1074/jbc.ra118.005531	2018	N	PMC6200928	Human T-cell leukemia virus type 1 Gag domains have distinct RNA-binding specificities with implications for RNA packaging and dim
31298038	10.1080/21691401.2019.1636805	2019	N		Long noncoding RNA HAGLROS regulates apoptosis and autophagy in Parkinson's disease via regulating miR-100/ATG10 axis and PI3K/Akt
30836204	10.1016/j.molimm.2019.02.018	2019	N		Dust mite-derived Der f 3 activates a pro-inflammatory program in airway epithelial cells via PAR-1 and PAR-2.
30797552	10.1016/j.bbrc.2019.02.073	2019	N	PMC6402984	Dynamic stacking of an expected branch point adenosine in duplexes containing pseudouridine-modified or unmodified U2 snRNA sites.
30252595	10.1080/15476286.2018.1526537	2019	N	PMC6546362	The Francisella novicida Cas12a is sensitive to the structure downstream of the terminal repeat in CRISPR arrays.
29540207	10.1186/s12977-018-0407-4	2018	Y	PMC5853050	An RNA-binding compound that stabilizes the HIV-1 gRNA packaging signal structure and specifically blocks HIV-1 RNA encapsidation.
30867301	10.1128/jvi.02102-18	2019	N	PMC6532081	Evolution of the HIV-1 Rev Response Element during Natural Infection Reveals Nucleotide Changes That Correlate with Altered Struct
30126839	10.1074/jbc.ra118.004747	2018	N	PMC6187638	A human cellular noncoding RNA activates the antiviral protein 2'-5'-oligoadenylate synthetase 1.
30323062	10.1074/jbc.ra118.005211	2018	N	PMC6302164	Processive incorporation of multiple selenocysteine residues is driven by a novel feature of the selenocysteine insertion sequence
29636726	10.3389/fendo.2018.00131	2018	Y	PMC5880896	Growth Hormone Overexpression Disrupts Reproductive Status Through Actions on Leptin.
30875489	10.1016/j.virol.2019.03.004	2019	N		Local structural changes of the influenza A virus ribonucleoprotein complex by single mutations in the specific residues involved 
30483885	10.1007/s00294-018-0911-z	2019	N	PMC6446933	A helicase links upstream ORFs and RNA structure.
29864677	10.1016/j.virol.2018.05.010	2018	N	PMC6042292	SELEX and SHAPE reveal that sequence motifs and an extended hairpin in the 5' portion of Turnip crinkle virus satellite RNA C medi
30266658	10.1016/j.yexcr.2018.09.011	2018	N		Primary transcripts: From the discovery of RNA processing to current concepts of gene expression - Review.
30734641	10.1080/15476286.2019.1572436	2019	Y	PMC6380281	Direct visualization of the native structure of viroid RNAs at single-molecule resolution by atomic force microscopy.
30506436	10.1007/s10695-018-0590-1	2019	N		In situ localization of vasotocin receptor gene transcripts in the brain-pituitary-gonadal axis of the catfish Heteropneustes foss
31080171	10.1074/jbc.rev119.006860	2019	N	PMC6579462	Face-time with TAR: Portraits of an HIV-1 RNA with diverse modes of effector recognition relevant for drug discovery.
29419763	10.3390/v10020070	2018	Y	PMC5850377	The Regulation of Translation in Alphavirus-Infected Cells.
30930745	10.3389/fnmol.2019.00062	2019	Y	PMC6427837	<i>Lmx1b</i> Influences Correct Post-mitotic Coding of Mesodiencephalic Dopaminergic Neurons.
29850215	10.1155/2018/8293452	2018	Y	PMC5937441	Evaluation of TGF-Beta 2 and VEGF<i>α</i> Gene Expression Levels in Epiretinal Membranes and Internal Limiting Membranes in the Co
30093972	10.18632/oncotarget.25748	2018	Y	PMC6078136	Positive crosstalk between EGFR and the TF-PAR2 pathway mediates resistance to cisplatin and poor survival in cervical cancer.
30004136	10.1002/jnr.24266	2018	N		Inhibition of transcription factor SP1 produces neuroprotective effects through decreasing MAO B activity in MPTP/MPP<sup>+</sup> 
31200088	10.1016/j.gene.2019.06.012	2019	N		Relevance of the iron-responsive element (IRE) pseudotriloop structure for IRP1/2 binding and validation of IRE-like structures us
30022523	10.1002/syn.22061	2018	N		Presynaptic cannabinoid CB2 receptors modulate [<sup>3</sup> H]-Glutamate release at subthalamo-nigral terminals of the rat.
30165873	10.1186/s12974-018-1286-2	2018	Y	PMC6117927	Targeting of the class II transactivator attenuates inflammation and neurodegeneration in an alpha-synuclein model of Parkinson's 
29497361	10.3389/fnmol.2018.00036	2018	Y	PMC5819572	Silencing Alpha Synuclein in Mature Nigral Neurons Results in Rapid Neuroinflammation and Subsequent Toxicity.
34417746	10.1007/978-1-0716-1697-0_10	2021	N		Purification and Structural Characterization of the Long Noncoding RNAs.
33068412	10.1093/nar/gkaa880	2021	Y	PMC7779053	RASP: an atlas of transcriptome-wide RNA secondary structure probing data.
32251733	10.1016/j.ymeth.2020.04.001	2020	N	PMC7541462	Viral RNA structure analysis using DMS-MaPseq.
32259542	10.1016/j.jmb.2020.03.022	2020	N	PMC7556701	Sequencing and Structure Probing of Long RNAs Using MarathonRT: A Next-Generation Reverse Transcriptase.
33398343	10.1093/nar/gkaa1255	2021	Y	PMC8034653	A novel SHAPE reagent enables the analysis of RNA structure in living cells with unprecedented accuracy.
32712920	10.1007/978-1-0716-0716-9_10	2021	N	PMC7510887	SHAPE Profiling to Probe Group II Intron Conformational Dynamics During Splicing.
32637050	10.1016/j.csbj.2020.06.004	2020	Y	PMC7327253	HiPR: High-throughput probabilistic RNA structure inference.
33960770	10.1021/acs.accounts.1c00118	2021	N	PMC8168592	SHAPE Directed Discovery of New Functions in Large RNAs.
33571668	10.1016/j.ymeth.2021.01.011	2021	N		Mapping circular RNA structures in living cells by SHAPE-MaP.
32463449	10.1093/nar/gkaa404	2020	Y	PMC7337928	Lead-seq: transcriptome-wide structure probing in vivo using lead(II) ions.
33002005	10.1371/journal.pone.0239287	2020	Y	PMC7529196	RNAthor - fast, accurate normalization, visualization and statistical analysis of RNA probing data resolved by capillary electroph
33326078	10.1007/978-1-0716-1158-6_13	2021	N		DMS-MaPseq for Genome-Wide or Targeted RNA Structure Probing In Vitro and In Vivo.
33575608	10.1093/nargab/lqaa057	2020	Y	PMC7671322	Identification and analysis of RNA structural disruptions induced by single nucleotide variants using Riprap and RiboSNitchDB.
34220779	10.3389/fmicb.2021.687260	2021	Y	PMC8245352	OmpA, a Common Virulence Factor, Is Under RNA Thermometer Control in <i>Yersinia pseudotuberculosis</i>.
32412236	10.1021/acs.biochem.0c00215	2020	N		Evidence of an Unusual Poly(A) RNA Signature Detected by High-Throughput Chemical Mapping.
31799606	10.1093/nar/gkz1124	2020	Y	PMC6954446	Mapping RNA-capsid interactions and RNA secondary structure within virus particles using next-generation sequencing.
33106685	10.1038/s41587-020-0712-z	2021	N		Determination of isoform-specific RNA structure with nanopore long reads.
33497570	10.1021/acs.jpcb.0c11365	2021	N	PMC7927954	Sieving RNA 3D Structures with SHAPE and Evaluating Mechanisms Driving Sequence-Dependent Reactivity Bias.
35380920	10.1080/15476286.2022.2058818	2022	Y	PMC8986297	Insights into the secondary and tertiary structure of the Bovine Viral Diarrhea Virus Internal Ribosome Entry Site.
